complaint_type,complaint_id,status,date,description,text,url
Problems with Product/Service,1590526381,Answered,11/01/2022,Business response,"To Whom it May **************************** paid a $159 express cleaning fee before vacating her apartment. Express Clean is a program which offers vacating residents the opportunity to have their apartment cleaned upon move-out.  The fee covers cleaning the entire apartment including range, oven, refrigerator,bath(s), closets, exterior of ********************* AND carpet cleaning.  However, it does not cover damages above normal wear and tear.  It was determined during the move-out inspection that the carpet could not be saved due to heavy soiling.The previous carpet replacement date prior to their move-in was 11/2018. When ************* vacated 9/2022 the carpet was slightly less than 4 years old.  ************* was billed in accordance of her lease agreement. She was billed 50% of the original replacement cost due to its life expectancy. In addition, a credit of $55 was applied to her account since the carpet was not salvageable.  She disputed her charges and was sent pictures taken during the move out inspection. It was determined that the charges were billed correctly and due. She was offered to set up payment arrangements. However, she declined and stated she would contact the BBB. Her account has since been sent to collections. I have included the move-out inspection pictures as well. Please feel free to contact me directly if any further documentation is needed or if you have additional questions. 
Thank you, 
***************************, CAM
Property Manager
Lighthouse at *********************
************ phone 
 ",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526381,Answered,11/01/2022,Customer response," 
Complaint: 18308333

I am rejecting this response because: to date there has been no documentation to support the carpet was damaged or unsalvageable. The carpet was not cleaned as I stated previously to show any ""excessive wear and tear"" as claimed. This was determined by a random employee therefore this is not a justified charge. 

Sincerely,

*************
",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526381,Answered,11/11/2022,Business response,"The carpet was heavy soiled upon move out. The former resident was previously provided pictures.  In the pictures you can see the outline of furniture and multiply stains.  ************* was issued a credit for the carpet cleaning. The express cleaning charge covers normal wear and tear but damages are additional. I have included the original invoice showing the carpet was replaced in 2018, the new invoice from 2022 and their original move in inspection form. They were charged a prorated amount in accordance with the lease agreement.  The carpet was 3 and half years old and only 50% of the original cost was billed for damages.  The charges are valid and due. ",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526380,Answered,10/05/2022,Initial Complaint,"I am experiencing a rodent infestation. The work order was submitted on Friday, 9/23/22 and I followed up by contacting the leasing office as well as corporate on Saturday, 9/24/22. The leasing office stated that Terminix only comes on Wednesdays. Corporate advised that they had no contact information for anyone above the leasing office. They could only send a message to the leasing office and nothing can be done over the weekend about the droppings even after being told my concern of toxicity with myself and my 5 year old daughter. The leasing office was open at this time. Both said they would follow up on Monday and did not. I went to the office mid-day and the manager stated it was just brought to her attention and she was working on it but hadn't received any responses from corporate on what to do. I would just have to wait maybe until tomorrow for her to update me. I let her know that was unacceptable and the least to be done should be a call to update me by the end of day. I asked to see if ******** had any on call options and they refused. 3 days later they sent maintenance. *********************, the senior property manager called to advise all droppings were taken care of and traps were laid in the **** and pantry rooms. When I returned, droppings were still in the pantry as well as in my daughter's room with no traps in the pantry. I took a video and went back up to the office to show them the work they stated was complete was not. They apologized and sent maintenance back out. My issue is not only with the lack of communication but also urgency for something so serious. I don't think they used the proper way to remove the droppings and was concerned if there were viruses, bacteria, etc. on them they may have put in the air. This entire situation has been disheartening. I have also experienced the same thing with mold and water bugs. I'm still experiencing the rats, mold, and water bugs. Also the property amenities are not being maintained. Pictures are attached.",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526380,Answered,10/11/2022,Business response,"When we were made aware of Mr. ******** rodent problem we responded by setting traps in house and contracting the services of two wildlife specialists.   The wildlife specialists continue to return every other day to check traps, bait boxes and monitor for any additional activity.  We have had his apartment professionally cleaned and sanitized and a steam clean of his carpet using enzymes to disinfect his carpet.  An offer to transfer to another apartment or terminate his lease without early termination penalties have been extended.",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526379,Answered,09/28/2022,Initial Complaint,"I recently moved into Season at Celebrate VA (MAA Community) on 9/23/2022. The carpet throughout the apartment is covered in pet hair and reeked of animal odor and urine. The apartment also smells of ammonia or the chemicals used to clean it and cover up the pet smells. It's strong enough to make me sick to my stomach. The overall cleanliness of the apartment was also extremely poor. The blinds were covered with dust and pet hair. The window seals were caked with mud and dirt. I've found at least 3 screws and several staples throughout the carpet while vacuuming. The patio was covered in pet hair/dust/dirt/debris. The toilet is constantly running/leaking in the main bathroom. The toilet seat in the main bathroom is also broken. The blinds in the 2nd bedroom fell the first time I tried to open them. The dryer temperature k*** is broken. I'm highly dissatisfied with the apartment's condition and management thus far. Instead of moving and settling in, I've spent my first 5 nights in the apartment cleaning and deodorizing someone else's mess. In addition, I have a toddler with highly sensitive skin, and I cannot bring him into the apartment out of fear that the filth and chemicals may cause some sort of allergic reaction. I emailed the leasing office to let them know, and their response was, ""Although our homes have been lived in, we strive to make sure everyone's home is to their satisfaction!"" I made a maintenance request, and most of the broken items have been repaired; however, I am still cleaning and deodorizing the apartment. Needless to say, I am NOT SATISFIED. Additionally, the leasing office should have replaced the carpet, knowing the previous tenants were pet owners. Or, at a minimum, the carpets should be professionally cleaned and sanitized and have a minimal cleaning standard and inspection prior to a new tenancy.",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526379,Answered,09/30/2022,Business response,"Hi Nahceive,
We are sorry that you haven't been 100% satisfied with your move in experience and apartment.  
Prior to your move in, the apartment home was professionally cleaned and had carpets steam cleaned.  We are a pet friendly community, and though we do not replace all carpets in homes that had pets, we do inspect each and every carpet, cleaning all carpets and replacing on an as needed basis.  Though we strive to present you with an apartment that feels clean and fresh, there are times that due to human error, we may miss some detail items.  In those cases, we are committed to resolving outstanding issues. 
In the case of your home, we are having a (different) professional carpet cleaning company come out next week to re-clean carpets.  We will coordinate timing with you once we know more.
I'm glad to hear that most of the maintenance repair items have been resolved.  If there are any additional repairs that are needed at this time, please be sure to notify our leasing office at ************ or *************************************************.
 Regards,
*******************, Property Manager",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526378,Answered,09/22/2022,Initial Complaint,"As said to ****** (property manager), We have been waiting for 8+ months for the Maintenance Manager **** and team to order the correct filter for our A/C unit. The team has continuously told us that they were on order and would bring one when they arrived (8+ months later, we are STILL waiting). Due to this teams negligence my wifes asthma has significantly gotten worse, her migraines have gotten worse, and my allergies have gotten worse to the point it is difficult to breathe in our home. Our AC humidity level is always between 58% to 65% and for *******, it should not be any higher than 55% due to mold and mildew issues (in your own lease, it says that it should never be over 60%, and with our AC unit, we CAN NOT control the humidity level). Time and Time again, the maintenance team has not ordered or provided the materials needed to keep our HVAC system safe and by doing this they neglected to provide us with a habitable living situation (for 8+ months). By not ordering the correct filters and by not following up on their promises they have put my wifes life in danger. They have created an unhealthy environment for both us and our pets and the staff here at Post Parkside have violated numerous health and safety codes put into LAW in *******.",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526378,Answered,10/04/2022,Business response,"As the Property Manager, I am sorry that this was not resolved sooner for the resident.  I interacted with the resident several times in passing during the last few months; unfortunately, there was never any mention of the concerns they have shared here about the ** filter/system or communication with the maintenance team.  I do wish the resident had brought this to my attention, during our prior conversations, so that I might have been able to resolve their concerns sooner.  I spoke with the resident last week on 9/19/22, in which they shared their ongoing concern with me for the first time. I understood their concerns and worked quickly to resolve them.  I immediately had their ac coil deep cleaned to remove any dust or debris and ordered the correct filter size for them.  I let the resident know that as soon as the order was received, we would do a secondary cleaning of their ** coil and install the new filter.  The order was received on Wed, 9/21/22, and we had it installed and the second cleaning completed that same day.  I also ensured that the correct filter size was added to our inventory so that we would always have them available. After completion, I reached out to the resident to let them know everything was resolved, and they acknowledged this as well.  I also asked if there was anything else remaining that I can resolve for them and they stated that everything looked good now.  In my recent conversation with the resident, I stated that while I hope there is never a need in the future, if they ever felt like their concerns were not being addressed, I asked them to please notify me right away and I will ensure they are resolved.",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526306,Resolved,09/06/2022,Initial Complaint,The office claims there is nothing they can do about my car being towed since it did not have a permit even after explaining that they are closed over the weekend and I could not get a pass. There is no visitor parking near my building and she suggested parking in visitor way across the complex which is not safe at all and I pay to live here so I should be able to park near my building. I have had to pay $190 and now I have to pay again to get my car out as it was towed a second time. Its not my fault there is no adequate safe parking near by and I could not get a pass. If I cannot be safe at this complex then I need my lease to end.,https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526306,Resolved,09/07/2022,Business response,"***************************** is a permit parking community located in ******, **. Our office hours are displayed at the leasing office door; We are open Monday through Friday 9am to 6pm, and Saturday 10am to 5 pm. There are 2 entrances to our community off Constitution Drive. Signs are posted at each entrance, notifying all who enter, that parking is by permit only and that all trespassers will be towed. The signs also give the name and phone number of the tow company under contract with us. There are designated visitor spaces located throughout the community. And street parking is legal on Constitution Drive, along the edge of our property. Per our lease document, residents are required to register their vehicles with the leasing office, prominently display a parking sticker on either the front or back windshield and notify management immediately of any changes to their vehicles. The office was open Saturday 9.3.22 from 10am to 5pm and was closed on Labor Day and reopened Tuesday Sept 6 2022. The community does not make any money from the towing company and the towing in enforced so that our residents have priority parking over guests and vehicles not displaying the community parking pass. 
",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526306,Resolved,09/07/2022,Customer response," 
Better Business Bureau:

I have reviewed the response made by the business in reference to complaint ID ********, and find that this resolution is satisfactory to me.

Sincerely,

*********************************",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526377,Answered,08/30/2022,Initial Complaint,"June 30th was the date that my $1333 was issued back to me, however, here it is August 30th and I still have not received my money. I cannot get ahold of anybody willing to do their job and ensure my money is sent to me in a timely fashion as I do not have an additional ***** days to wait for a check to be dispatched from the corporate office. My phone calls go unanswered and messages left go ignored. This is disgusting service and I am appalled.",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526377,Answered,08/31/2022,Business response,"Good afternoon, 
Upon further review, our records indicate that we process a refund for the past resident on 6/30. The past resident made us aware that she has not received your refund check on 8/24. At that point, we engaged our accounts payable division to gain more information. An AP rep informed us that the refund check was on hold for further review. Since then, the check has been released for payment as of 8/29. The past resident should receive the certified funds within the next 14 business days.
*************************** -Property Manager 
",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526377,Answered,09/01/2022,Customer response," 
Complaint: 17798623

I am rejecting this response because:
I attempted multiple times to notify MAA before August 24th. 

Sincerely,

******* Small",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Advertising/Sales Issues,1590526376,Answered,08/28/2022,Initial Complaint,"I live in ******************** apartment in Greenville SC. About three weeks ago while my family and I were on vacation the apartment above us had a leak. When we arrived home we walked I and our carpet was soaked , walls, and popcorn ceiling was peeling. We called emergency maintenance, they came out and drained our chandelier and said that was all they could do for now and that they would come out the following day with their supervisor. No one came by lunch time so we went to the front office and the office manager kind of blew it off like it shouldnt be that bad because the leak above us wasnt bad and said they would be there went they could. While we were out they came and put our light back up , painted over the spots on the ceiling and ripped the pop corn ceiling off in our bathroom. Since then nothing else has been done and I believe there is mold in our walls and maybe under our carpet. My fianc and daughter have gotten sick with coughs and all and I would really like something to be done about this",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Advertising/Sales Issues,1590526376,Answered,09/28/2022,Business response,"The toilet in the apartment above this resident's apartment overflowed and we were notified this resident had been affected by the leak when the call came in through the after hours emergency line. The on call maintenance associate responded that evening. There was no active leak at that time and the resident's carpet was damp. The following day the residents went into the office to follow up with maintenance returning to their apartment. They informed management as to what had taken place in their apartment and they were told by management as to what had taken place from their upstairs neighbor. 
Maintenance team followed up with the residents the same day and their apartment was dry. There was no active leak, the carpet was not wet, and there was no moisture. The popcorn on the ceiling was falling and maintenance proceeded to remove the remainder of the popcorn on the ceiling. 

A contractor was also scheduled to view the ceiling and walls to look for any moisture. The contractor reported there was no moisture, no active leaks, and the ceiling needed repair due to the overflow of the upstairs toilet, however, there was no mold, no moisture, and no active leak and the ceiling repair was scheduled with this same contractor. ",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526375,Answered,08/27/2022,Initial Complaint,"We moved into Cypress Manor Apartments in August of 2021 into a 3rd-floor unit. The day we moved in we called maintenance about an A/C concern and we were told that because it was move-in day and we had the door open a lot. We gave it a few days and still had the issue of our apartment being very warm. After a couple of weeks, we purchased small thermometers to place around the apartment to prove the high temperatures. We filed multiple maintenance requests and only got responses of ""There is nothing we can do"" or ""This is just a cheap building with crappy insulation, and since you live on the third floor and we live in *******, it will just be hot in here."" We dealt with this issue for an entire year. About a month ago, a new company purchased our property, MAA. A couple of days before getting the notice, we received our new lease renewal options showing that our rent will be increasing by $500 (about 20%). We talked to our new property manager about the A/C problems and he has been responsive and helpful but the issue persists. We are now waiting on a vendor to come and add add insulation because they are ""confident this will fix our issue"" even though we brought this up as a solution in the past and were told that it was not a problem. Today, our A/C actually broke. The draining system is clogged and we have reached our breaking point. Living in an 85 degree apartment in summer is unbearabe and unliveable.",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526375,Answered,08/30/2022,Business response,"To whom it may concern:
Per the original complaint, the ** issues started back in August of 2021 when the residents moved in at Cypress Manor.  MAA purchased Cypress Manor on July 12, 2022.  Since the property was purchased, we have received work orders regarding the ** not cooling and we responded immediately.  We have inspected the ** unit multiple times and have scheduled contractors to install additional insulation in the attic to help with cooling the 3rd floor unit (the work is scheduled for the week of Sept 5, 2022).  In the meantime, we have provided the residents with two portable ** units to help cool the apartment during the day. We take this matter very seriously and expect the situation to be fully resolved once the new insulation is installed.
We have communicated with the residents and will do what it takes to ensure that this is resolved as soon as possible.
MAA Management ",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526374,Answered,08/27/2022,Initial Complaint,"management does not enforce handicapped parking laws, as defined under the **** because towing, fines or some other form of deterrent are not used by management, residents who do not have the required permit park in the accessible spots regularly. the courtesy patrol officer has a night job, so there is no one even available on the property to address the issue. it is hardly a courtesy to the residents if the officer is never available to actually help. furthermore, the locking mechanism to access the mailboxes has been broken for several weeks. i have requested that it be fixed and was told the buttons stick, so i just have to push two buttons simultaneously while jiggling the handle. i am not physically capable of fighting with the lock to open the gate and not repairing it is resulting in my being denied equal access to my mailanother ADA ********** it is the responsibility of management to MANAGE the complex. this is unacceptable and seems discriminatory.",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526374,Answered,09/06/2022,Business response,"Hello ******,
Please see below regarding your concerns
1) Our courtesy officers at our properties are employed as local law enforcement personnel as well.  Therefore, they are unavailable during the hours they are working for these agencies. 
2) The mailbox lock was sticking due to humidity, in the meantime the office team communicated a work around until it could be resolved.  It has since been resolved. 
3) Our towing company routinely patrols the property for parking violations.  Dependent on the findings the car is either tagged or towed.  We will contact our towing company regarding your concerns of unaddressed parking violations
Thank you,
",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526374,Answered,09/06/2022,Customer response," 
Complaint: 17783223

I am rejecting this response because:
1. If the officer you have hired is consistently unavailable, you at least need to have a protocol for how to handle issues that arise in the meantime. ******** calls and neglecting to follow up is not an appropriate response. 
2. The lock on the mailbox was only disengaged AFTER a complaint was made to the city and the complex received a code violation. Management only complied with this request because a state agency forced them to. It should not be so difficult to convince management to do what they are legally obligated to do.
As far as I am aware, the lock has not been replaced or repairedsimply disengaged. We live in *****; humidity is not an acceptable excuse for neglecting to replace malfunctioning equipment. I suggest investing in a lock that is not effected by the humidity. 
3. This cant possibly be true. There is a lack of required signageas mandated by the stateto legally enforce towing. There is no information posted on the property about the towing company used or how to contact them, and the accessible spots do not state that towing is enforced.
Either you are flat-out lying, or you are illegally towing vehicles. Regardlessthe appropriate signage needs to be installed and towing needs to be enforced.  

Sincerely,

***************************",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526373,Answered,08/25/2022,Initial Complaint,"While staying at the MAA Reserve in ********* ** was great while I stayed there after moving out was a different story. After leaving the apartment which we left in great shape we knew there was a chance that wed be charged a cleaning fee for the carpets (due to the lease requiring professional cleaning in preparation of moving out). Little did we know ****** and the property manager ***** would tell us that the carpets needed to be replaced charging us over $500 per the terms of our lease to do so. While I could tell you how outrageous I think that is particularly from being in the flooring industry myself as well as managing property as well, Ill let the pictures of said damage speak for themselves. While there was to attempt that we know of to clean the carpets in these photo the initial reaction was to replace them. Please keep in mind under ** law tenants are not responsible for natural wear and tear as well not that these two year old carpets are even arguably in need of replacing which has been confirmed by others in the flooring industry as well.",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526373,Answered,08/26/2022,Business response,"I walked the apartment the week of August 15th and notice a dark and matted wear pattern on the carpet in several places.  The most noticeable, in 4 different spots, is in front of the couch, walking into the living room, walking into the main bedroom, and walking into the secondary bedroom all the way to the bathroom.  The normal wear down of this carpet is 5 years.  Since it has only been two since it was last replaced this is considered above normal wear and tear.  Wear patterns do not come out with cleaning and because of the number of places that have been worn, it was decided to replace the carpet.

We charged the resident based on the lease agreement using the invoice we received when the carpet was replaced in 2020 prior to moving in.
",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526373,Answered,08/26/2022,Customer response," 
Complaint: 17776514

I am rejecting this response because:
your claim of your carpet lasting 5 years is not credible, if youll notice in the invoice from 2020 and the most current invoice the square footage is exactly the same.  Replacing the carpet and passing the cost onto the renter every time someone moves out is not a business run with integrity. I suggest you escalate the issue as there are multiple complaints of the same practice on BBB.    

Sincerely,

***********************",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526372,Answered,08/25/2022,Initial Complaint,"I applied for an apartment with MAA **************** located in ********* ** at *****************************. 8/24/22 I get a lease fee breakdown via email that MAA **************** wants to charge me $85 per month for a service called MAA connect. The service is basically an internet and TV package that is required to rent an apartment. The MAA connect charge wasn't disclosed during the application or approval process, and they don't have an opt out. Since I found out about this charge I asked for a refund of the $250 administration fee since I found this out yesterday 8/24/22. MAA proceeds to inform me that they will not refund the $250 since my approval was over 48 hours, but the notice of the $85 MAA connect wasn't disclosed until less than 24 hours ago. I totally feel scammed and feel like they should be required to disclose the MAA connect requirement during the application process. I would also like a refund of my $250 administration fee since I notified them that I won't pay this charge immediately after they advised me of it. I notified them the say day that they disclosed the requirement. I worked with ******************* from MAA ****************.",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526372,Answered,09/01/2022,Business response,"Hello,

We have resolved this directly with the applicant. The $250 administration fee has been sent to be processed for a refund via check within 30 business days. We did also let him know that the $85 MAA Connect Fee and other additional charges are disclosed as itemized charges in both the Quote Sheet and Lease Summary sections of all applications at MAA ****************, and the charges were in fact disclosed in this particular application.  We also expressed the fact that it was not ever our intention to make him feel uncomfortable with the application process or with leasing an apartment from us.
MAA ****************",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526371,Answered,08/20/2022,Initial Complaint,"The apartment complex I live at does not fix issues within the complex or apartment in an appropriate timeframe. They blame vendors, they blame shortage of staff, yet Im still paying my rent every month. Its a ripoff and it needs to be addressed. Ive had a maintenance request in for SEVEN weeks that hasnt been resolved.",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526371,Answered,09/06/2022,Business response,"Hello *****,
Thank you for your patience as we address some of the items you noted on your complaint.  Below is the status of your work orders that have been submitted
1) Trash chute repair:  Being this is a specialized repair we have contacted a vendor that specializes in trash chutes to address.  They are currently backlogged however we are following up with them to get an ETA
2) Call Box not working: this has been resolved
3) Elevator down: Our vendor has been working  on this and sourcing the necessary parts to repair from recent flood damage.  We expect this to be operational within 1 week
4) light bulb out in kitchen: we will dispatch maintenance to address asap
5) broken bedroom blind: we will dispatch maintenance to address asap
Thank you",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526370,Answered,08/19/2022,Initial Complaint,Post Eastside Apartments have charged me with carpet replacement. A pre-insepction was completed in which no issues were found. At the time of the pre-inspection I was moved out and carpets were cleaned with a provided invoice in which no stains were found. The apartment complex has sent a few photos in which stains are seen on the bottom in which the top of carpet and the bottom carpet pad do not match these stains. These so stains look to be seen on carpet bottom only and look to be nothing and I believe these to be existing. The so stains seen at the bottom of the carpet which I believe were there before I moved in. ************************* assistance property manager was the one that was part of the pre inspection and stated they found nothing at that time. Then later I have a move out statement charging me $594.19 . ****** is stating that these stains alone are what causing carpet to be replaced. Please note that in the lease section **** provides me a visual and odor inspection not a inspection of the bottom of the carpet to see any existing stains as these. ************************* knew that I did not and no renter is able to see the bottom of their carpets before moving in yet told me to go pull up the carpets. Not only is this not acceptable it is rude and condescending to ask a tenant to pull up his own carpet knowing that he had not seen the condition on the bottom of the carpet. I find that these stains were not created by me and were produced to create a way to replace carpets on the previous tenants dime. I have video evidence that the carpet was stain free from the top when I completed the pre-inspection and moved out. I am seeing that Post Eastside refund me my complete amount of $594.19 and any involved fees and time I have spent. (Please note that there are many reviews stating similar issues with carpet stains and replacements)- Must be some truth to these reviews -hmmm. See you in court. I will not be uploading my video evidence here till after the court case.,https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526370,Answered,09/23/2022,Business response,"Post Eastside stands by the charges for the replacement of the carpet.  The resident was made aware at the time of the pre-inspection that there would be further inspection of the carpet by a professional carpet cleaning company.  During this inspection if pet damage is suspected there would be an examination of the bottom of the carpet.  *************************, Assistant Manager offered to go with the resident to the apartment and examine the bottom of the carpet.  He refused stating that he felt that we did not have the right to look at the bottom of the carpet.  We follow the same process for all of our move outs.  We have a professional carpet cleaning company come to assess whether they are able to clean the carpet or if they recommend for replacement.  The recommendation was for replacement due to pet damage.  We then use a separate company for the replacement of the carpet.  We charge the resident based on the life expectancy of the carpet which is 5 years.  They receive credit for the age of the carpet and are charged a pro-rated amount of the carpet replacement.  We provided the resident with the document from the carpet cleaning company as well as the invoice from the carpet replacement company.  He was also provide the pictures from his apartment showing the urine stains on the carpet.  The common practice for apartment management companies is to check the carpets on the top and bottom, therefore we feel that we have done our due diligence and the charges should stand.  Attached you will find the document from both the carpet cleaning company and the carpet replacement vendor.  Please note that these are two separate companies.  I have also attached the pictures from the apartment walk.
",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526370,Answered,09/26/2022,Customer response," 
Complaint: 17743844

I am rejecting this response because:
As to a inspection completed at the bottom of the carpet it is not valid as it was not inspected by me before move in or allowed. So I decline to inspect the previously unknown condition of the carpet underneath after I move out. Please note you are stating that there was visible stains on top of the carpet yet that was not captured on your pre-inspection and was not listed on your first invoice along with the carpet cleaning company I used. Furthermore we are now stating pet damage from no pets that were in the apartment or on the lease. Please explain how that happens or is possible?  As well your provided invoice stating staining is on padding needs be replaced and was not that the carpet  needing replacement. Also see from the pictures the pad looks to be unstained and not matching this description. This contradicts your next invoice replacing the carpet.  Please see the attached demand letter that has been sent to corporate office and to your local office. These improper charges are to be removed and my security deposit is to be sent to me. Further delay will cause increased legal fees and settlement cost at the cost of Mid ******* Apartments L.P ************************************************************************* .


Sincerely,

*********************************",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526369,Answered,08/03/2022,Initial Complaint,"On August 2, 2022, at approximately 3:30pm I entered the Colonial Village leasing office to follow up on an unfulfilled maintenance request (made 3 months ago) and to pay my rent. I spoke to the property manager, ***************************, about the unfulfilled maintenance requests. She became very rude: she continually interrupted me (by blaming her coworkers), raised her voice, and spoke to me in a demeaning manner. When I requested that she speak to me respectfully, she accused me of being aggressive, and shouted that I get out of here! This behavior took me by surprise, so I questioned her tone and volume. She then walked away from me to retrieve her phone and called 9-1-1. When speaking to the 9-1-1 operator, she gave my description and said that I was intimidating her and being aggressive. While still on the phone, she walked towards me stopping about 2 inches from my face (she was as close as a lover coming in for a kiss). This was a gross violation of my personal space and an intimidation tactic. I asked her several times to back up and she ignored my request. She then walked around me, opened the main office door, and yelled for me to get out. I obliged, while exiting the door, she pushed it closed and the door hit me in the right arm and leg. This is not the first time that the property manager has shown flagrant negligence and prejudice towards me. In April 2022, she accused me of violating my lease and threatened to call the police when I went to inquire about the nature of the lease violation. Following the August 2 incident, I received a letter from the leasing office on August 3, 2022. In this letter she falsely accused me of using abusive language, intimidation, and aggression. The letter stated that I was to vacate the property by 5pm on August 4, 2022.There was no investigation of the accusations, only a conclusion of eviction that does not reflect NC eviction laws.",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526369,Answered,08/04/2022,Business response,"Based on actions by the customer and per the lease, we communicated with the customer and outlined the lease violations. 

On August 2,2022, you used abusive language and displayed aggressive behavior towards a MAA associate during a discussion regarding a work order at your apartment. Due to your extreme actions, we were forced to call the police to quell the situation.This action interfered with MAAs management of the property and is in violation of Section ****, 34.1.1 and 34.11.2 of your lease agreement, which state: 

**** You, an Occupant, or any guest or invitee shall not engage in any disorderly, loud, dangerous, violent or threatening behavior or in any manner so as to interfere with another residents quiet enjoyment of his, her, or their apartment(s) or with the operation or management of the Premises.

34.11.1 You agree to communicate and conduct yourself at all times in a lawful, courteous, and reasonable manner when interacting with Landlord; Landlords employees, agents, independent contractors, and vendors; other residents, occupants, guests or invitees; or any other person on the Premises. Any acts of unlawful, discourteous, or unreasonable communication or conduct by You or Your Occupants, guests or invitees, shall be a material breach of this Lease and will entitle Landlord to exercise all of its rights and remedies for default.

34.11.2 You agree not to engage in any abusive behavior, either verbal or physical, or any form of intimidation or aggression directed at Landlord; Landlords employees, agents, independent contractors, and vendors; other residents, occupants, guests or invitees; or any other person on the Premises. Any acts of abusive or offensive behavior whether verbal or physical by You or Your Occupants, guests or invitees, shall be a material breach of this Lease and will entitle Landlord to exercise all of its rights and remedies for default.",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
Problems with Product/Service,1590526368,Answered,07/29/2022,Initial Complaint,"I moved into MAA *************** Apt 514 on 06/01/2018. I completed my lease on 07/02/2022 and on 07/11/2022 I was charged $336.02 for carpet damage in the apartment that resulted in carpet needing to be replaced. I contacted the property manager (Tiniki) and disputed the charge. Since I did not damage the carpet and successfully cleaned a small spot by using a stain lifting product and a brush, I did not clean all those stains because I only got a small brush and Tiniki had promised to offer me a free carpet cleaning when I moved out. I thought Ill let the professionals to complete the rest. However, Tiniki insisted the carpet cant be cleaned and I asked her to show me the record of having my carpet cleaned. She did not reply to my inquiry, so I contacted MAA to get her answer. She admitted she did not clean my carpet and the charge was reduced to$286.02. Ever since then, she would not reply to any of my emails. Attaching photo of Tinikis offer of a free carpet cleaning.",https://www.bbb.org/us/tn/germantown/profile/property-management/maa-0543-31000112
