date,meeting_title,action,motion
"Jun 29, 2021 (Tue)",June Board Business Meeting,12.17 Contract Approval: Educational Epiphany for Multi-Tiered Professional Learning,"It is recommended that the Shelby County Board of Education approves the contract with Educational Epiphany for multi-tiered professional learning.

Motion by Althea Greene, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Althea Greene
Negative: Joyce D Coleman, Sheleah Harris"
"Jun 29, 2021 (Tue)",June Board Business Meeting,12.18 Contract Amendment: Hotspot Wireless Internet Services (T-Mobile),"It is recommended that the Shelby County Board of Education approves contract amendment two with T-Mobile USA, Inc. to include the initial 6,000 MiFi devices in the original 24-month agreement for wireless internet services for student devices at a rate of $15.16 each instead of $15.17 indicated in amendment one. On June 30, 2020, the Shelby County Board of Education approved services with T-Mobile for 6,000 devices, per the State of Tennessee Agreement for Cellular Devices-Contract #64341, RSWC #811.

Motion by Joyce D Coleman, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Althea Greene
Abstain: Sheleah Harris"
"Jun 29, 2021 (Tue)",June Board Business Meeting,12.19 Resolution Approving SCS Board Member Strategic School Fund Allocations- June 2021,"It is recommended that the Shelby County Board of Education approves SCS Board Member Strategic School Fund Allocations for June of 2021

Motion by Kevin Woods, second by Althea Greene.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Althea Greene, Sheleah Harris"
"Jun 14, 2021 (Mon)",Special Called Meeting,6.1 Approval: FY 2021 Budget Amendment,"It is recommended that the Shelby County Board of Education adopts the Resolution Amending the Shelby County Board of Education's Fiscal Year 2020-2021 Budget.

Motion by Michelle R McKissack, second by Althea Greene.
Final Resolution: Motion Passes
Affirmative: Miska Clay Bibbs, Stephanie P Love, Kevin Woods, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Jun 14, 2021 (Mon)",Special Called Meeting,6.2 Adoption: FY 2022 Adopted Budget,"It is recommended that the Shelby County Board of Education adopts the Resolution Approving the Shelby County Board of Education's Fiscal Year 2021-2022 Adopted Budget in the amount of $2,208,901,170

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Miska Clay Bibbs, Stephanie P Love, Kevin Woods, Michelle R McKissack, Althea Greene, Sheleah Harris"
"May 25, 2021 (Tue)",May Board Business Meeting,5.1 Approval of Agenda,"It is recommended that the Shelby County Board of Education approves the agenda of the May 25, 2021, Business Meeting as amended.

Added: Items 12.4- Kirby HS Library Naming and McKinney-Vento Homeless Assistance Act Resolution.

Motion by Althea Greene, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"May 25, 2021 (Tue)",May Board Business Meeting,"7.1 Approval of the Minutes of the April 27, 2021, Business Meeting","It is recommended that the Shelby County Board of Education approves the minutes of the April 27, 2021, Business Meeting.

Motion by Althea Greene, second by Joyce D Coleman.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"May 25, 2021 (Tue)",May Board Business Meeting,"7.2 Approval of the Minutes of the May 18, 2021, Work Session","It is recommended that the Shelby County Board of Education approves the minutes of the May 18, 2021, Board Work Session.

Motion by Althea Greene, second by Joyce D Coleman.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"May 25, 2021 (Tue)",May Board Business Meeting,"7.3 Approval of the Minutes of the May 18, 2021, Special Called Meeting","It is recommended that the Shelby County Board of Education approves the minutes of the May 18, 2021, Special Called Meeting.

Motion by Althea Greene, second by Joyce D Coleman.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"May 25, 2021 (Tue)",May Board Business Meeting,11.1 Approval of Consent Agenda,"It is recommended that the Shelby County Board of Education approves the surplus and sale of the former MLK Transition Center, at 620 South Lauderdale, for $300,000.

Motion by Michelle R McKissack, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"May 25, 2021 (Tue)",May Board Business Meeting,"11.2 Payment and Award Approval: Hand2Mind, Inc for instructional STEM Kits and STREAM Materials","It is recommended that the Shelby County Board of Education approves the surplus and sale of the former MLK Transition Center, at 620 South Lauderdale, for $300,000.

Motion by Michelle R McKissack, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"May 25, 2021 (Tue)",May Board Business Meeting,11.3 Contract Extension: YMCA of Memphis and the Mid-South for Before and Aftercare,"It is recommended that the Shelby County Board of Education approves the surplus and sale of the former MLK Transition Center, at 620 South Lauderdale, for $300,000.

Motion by Michelle R McKissack, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"May 25, 2021 (Tue)",May Board Business Meeting,11.4 Payment and Award Approval: Microsoft Surface Go Devices,"It is recommended that the Shelby County Board of Education approves the surplus and sale of the former MLK Transition Center, at 620 South Lauderdale, for $300,000.

Motion by Michelle R McKissack, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"May 25, 2021 (Tue)",May Board Business Meeting,"11.5 Contract Approval: Ewing Kessler, Inc. for District-Wide Chiller Preventive Maintenance Services","It is recommended that the Shelby County Board of Education approves the surplus and sale of the former MLK Transition Center, at 620 South Lauderdale, for $300,000.

Motion by Michelle R McKissack, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"May 25, 2021 (Tue)",May Board Business Meeting,"11.6 Contract Approval: United Elevator Services, LLC for Elevator and Lift Preventative Maintenance Services","It is recommended that the Shelby County Board of Education approves the surplus and sale of the former MLK Transition Center, at 620 South Lauderdale, for $300,000.

Motion by Michelle R McKissack, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"May 25, 2021 (Tue)",May Board Business Meeting,"11.7 Contract Ratification: Allworld Project Management, LLC for Needlepoint Bipolar Ionization Project Development","It is recommended that the Shelby County Board of Education approves the surplus and sale of the former MLK Transition Center, at 620 South Lauderdale, for $300,000.

Motion by Michelle R McKissack, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"May 25, 2021 (Tue)",May Board Business Meeting,11.8 Naming Approval: Overton High Music Hall in honor of Dr. Lulah Hedgeman,"It is recommended that the Shelby County Board of Education approves the surplus and sale of the former MLK Transition Center, at 620 South Lauderdale, for $300,000.

Motion by Michelle R McKissack, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"May 25, 2021 (Tue)",May Board Business Meeting,11.9 Land Sale: Former MLK Transitional Center,"It is recommended that the Shelby County Board of Education approves the surplus and sale of the former MLK Transition Center, at 620 South Lauderdale, for $300,000.

Motion by Michelle R McKissack, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"May 25, 2021 (Tue)",May Board Business Meeting,12.1 Finance: Adoption of May 2021 Operating Budget Amendment,"It is recommended that the Shelby County Board of Education adopts the Resolution Amending the Shelby County Board of Education's Fiscal Year 2020-2021 Budget.

Motion by Michelle R McKissack, second by Joyce D Coleman.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"May 25, 2021 (Tue)",May Board Business Meeting,12.2 Finance: Approval of May 2021 CIP Budget Amendment,"It is recommended that the Shelby County Board of Education approves the Resolution Amending the Shelby County Board of Education's Fiscal Year 2020-2021 Capital Improvement Program Budget.

Motion by Kevin Woods, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"May 25, 2021 (Tue)",May Board Business Meeting,12.3 Resolution Approving SCS Board Member Strategic School Fund Allocations- May 2021,"It is recommended that the Shelby County Board of Education approves SCS Board Member Strategic School Fund Allocations for May of 2021

Motion by Billy Orgel, second by Shante Avant.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"May 25, 2021 (Tue)",May Board Business Meeting,12.4 ADDED TO AGENDA: Naming Approval: Kirby HS Library in Honor of Mrs. Clara Ford,"It is recommended that the Shelby County Board of Education approves the naming of the Kirby High School Library after Mrs. Clara Ford, 47-year librarian and media specialist at the school.

Motion by Kevin Woods, second by Shante Avant.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"May 25, 2021 (Tue)",May Board Business Meeting,12.5 ADDED TO AGENDA: Resolution Requesting Quarterly Reporting Regarding the McKinney-Vento Homeless Assistance Act,"It is recommended that the Shelby County Board of Education adopts the Resolution Requesting Quarterly Reporting Regarding the McKinney-Vento Homeless Assistance Act.

Motion by Kevin Woods, second by Althea Greene.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris
Not Present at Vote: Billy Orgel"
"May 25, 2021 (Tue)",May Board Business Meeting,12.6 Payment and Award Approval: Colonial Hardware for Zero Turn Riding Lawn Mowers,"It is recommended that the Shelby County Board of Education approves the payment and award to Colonial Hardware in the amount of $1,095,000.00 for 150 commercial, zero turn, riding mowers for district-wide distribution for school grounds maintenance. The total amount includes shipping/delivery for a total of 150 commercial zero turn, riding mowers for a unit cost of $7,300 each.

Motion by Kevin Woods, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Miska Clay Bibbs, Stephanie P Love, Kevin Woods, Michelle R McKissack, Althea Greene, Sheleah Harris
Negative: Shante Avant, Joyce D Coleman
Not Present at Vote: Billy Orgel"
"May 25, 2021 (Tue)",May Board Business Meeting,12.7 Award and Purchase Approval: Colonial Hardware and Grounds Keeping Equipment,"It is recommended that the Shelby County Board of Education approves the May 25, 2021, Consent Agenda.

Motion by Michelle R McKissack, second by Stephanie P Love."
"May 25, 2021 (Tue)",May Board Business Meeting,12.8 Contract Ratification: T-Mobile for Hotspots and Wireless Internet Access Services,"It is recommended that the Shelby County Board of Education ratifies the contract with T-Mobile USA, Inc. in an amount of $1,942,227.00 to provide an additional 9,000 hotspot internet services to students for the remaining fourteen months of the initial 2-year term. The hotspot services will replace 9,000 Verizon devices that were recalled based on safety issues. The cost is exclusive of required government fees that are required by law. On June 30, 2020, the Shelby County Board of Education approved services with T-Mobile for 6,000 devices, per the State of Tennessee Agreement for Cellular Devices-Contract #64341, RSWC #811.

Motion by Althea Greene, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Sheleah Harris
Not Present at Vote: Billy Orgel"
"May 18, 2021 (Tue)",Special Called Meeting,6.1 Shelby County Board of Education’s Fiscal Year 2021-2022 Proposed Budget,"It is recommended that the Shelby County Board of Education adopts the Resolution Approving the Shelby County Board of Education's Fiscal Year 2021-2022 Proposed Budget.

Motion by Althea Greene, second by Shante Avant.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,5.1 Approval of Agenda,"It is recommended that the Shelby County Board of Education approves the agenda of the April 27, 2021, Business Meeting.

Motion by Michelle R McKissack, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,"7.1 Approval of the Minutes of the April 6, 2021, Business Meeting","It is recommended that the Shelby County Board of Education approves the minutes of the April 6, 2021, Business Meeting.

Motion by Sheleah Harris, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,"7.2 Approval of the Minutes of the April 20, 2021, Work Session","It is recommended that the Shelby County Board of Education approves the minutes of the April 20, 2021, Board Work Session.

Motion by Sheleah Harris, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,11.1 Approval of Consent Agenda,"It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,11.2 Contract: Lease with TN Board of Regents for Medical District High School,"It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,11.3 Form Approval: TN Department of Education for Charter of Medical District High School,"It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,11.4 Payment: Dell Corporation and Unistar-Sparco for Pre-K Laptops,"It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,11.5 MOU: SCS and Shelby County Government Pre-Trial Services,"It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,11.6 MOU: SCS and Shelby County Health Department for School Based Dental Program,"It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,11.7 Purchase Approval: Supplies for the 2021 Summer Learning Academy,"It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,11.8 Donation: Treadwell ES from Cummins,"It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,"11.9 Contract: Morgan & Thornburg, Inc. for HVAC Replacement at Kingsbury MS/HS","It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,"11.10 Contract: Standard Builders, Inc. for Gym New Construction at Belle Forest Community School","It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,"11.11 Contract: Grinder Taber Grinder, Inc. for Gym Construction at Cummings K-8","It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,"11.12 Contract and Award: Viktor Hall Construction, LLC for HVAC Construction Services at Riverview K-8","It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,11.13 Surplus and Demolition Approval: Former Goodlett Elementary School,"It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,11.14 Land Sale: Former Coro Lake,"It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,"11.15 Award Ratification: Clean Life 360, Inc. for Student Desk Safety Barrier Partitions","It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,11.16 Award Ratification: The Water Source for District Wide Bottled Water Distribution,"It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,11.17 Payment: American Paper & Twine for Duplicating Paper,"It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,11.20 Grant: Belle Forest ES- Pre-Disaster Mitigation Grant Funds,"It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,11.21 Award Ratification: Microsoft Corporation for Surface Go 2 Keyboard Covers,"It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,11.22 Contract: Oteka Technologies for E-Rate Category 2 Cabling,"It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,11.23 Device Buyout Clause for HP and Key Government Finance,"It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,11.24 MOU: Lakeland School System for the Provision of Title I Equitable Services,"It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,11.25 Finance: April 2021 Operating Budget Amendment,"It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,11.26 Finance: April 2021 CIP Budget Amendment,"It is recommended that the Shelby County Board of Education approves the April 27, 2021, Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,12.1 Resolution Approving SCS Board Member Strategic School Fund Allocations- April 2021,"It is recommended that the Shelby County Board of Education approves SCS Board Member Strategic School Fund Allocations for April of 2021

Motion by Billy Orgel, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,12.2 *ADDED TO AGENDA* Amended Resolution to Approve 2020-2021 SCS Board Member Strategic School Funds Allocation Program,"It is recommended that the Shelby County Board of Education adopts the Amended Resolution to Approve 2019-2020 SCS Board Member Strategic School Funds Allocation Program.

Motion by Stephanie P Love, second by Kevin Woods.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 27, 2021 (Tue)",April Board Business Meeting,12.3 Contract: SKB Facilities & Maintenance and ServiceMaster Clean for Custodial Cleaning Services,"It is recommended that the Shelby County Board of Education approves the contract for SKB Facilities & Maintenance in the amount of $7,244,887.46 and ServiceMaster Clean in the amount of $18,650,512.81 for a total of $25,895,400.27 to provide custodial cleaning services for Shelby County Schools for a one (1) year term. The District’s zones for ServiceMaster Clean include: Zone 1 in the amount of $5,758,602.54; Zone 3 in the amount $6,515,973.90; and Zone 4 in the amount of $6,375,936.37. The District’s Zone 2 for SKB Facilities & Maintenance has total in the amount of $7,244,887.46. The initial service term begins June 1, 2021 with the option to renew for four (4) additional terms of one (1) year each, provided that the maximum duration of the agreement shall not exceed five (5) years for each vendor. If all parties are in agreement to renew the contract for any one (1) year period, pricing cannot exceed previous year's Consumer Price Index with a cap of 3%.

Motion by Kevin Woods, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Billy Orgel, Kevin Woods, Michelle R McKissack, Althea Greene
Negative: Miska Clay Bibbs, Stephanie P Love, Joyce D Coleman, Sheleah Harris"
